epoch,train_loss,val_loss,val_macro_f1
1.0,0.5584,0.44942447543144226,0.7950226003917279
2.0,0.4056,0.4410240352153778,0.804366789819376
3.0,0.2641,0.49452313780784607,0.788110671647257
4.0,0.1411,0.5679172277450562,0.7980314472572507
