system,source,target,seed,k,n_shot_actual,macro_f1,accuracy,recall_class_0,recall_class_1,n_eval_clean,adapt_seconds,config_hash
fgm,ben_sarc_binary,banglasarc3_binary,7,100,100,0.6968954991232058,0.7016434892541087,0.8257575757575758,0.5772151898734177,791,3.150242567062378,6970de89ef36b0ad
fgm,ben_sarc_binary,banglasarc3_binary,7,250,250,0.7182614555256065,0.7193426042983565,0.7803030303030303,0.6582278481012658,791,4.18342399597168,6970de89ef36b0ad
fgm,ben_sarc_binary,banglasarc3_binary,7,500,500,0.734288621007371,0.7345132743362832,0.7626262626262627,0.7063291139240506,791,8.803969860076904,6970de89ef36b0ad
fgm,ben_sarc_binary,banglasarc3_binary,7,1000,1000,0.7483167446136627,0.7484197218710493,0.7272727272727273,0.769620253164557,791,7.250183343887329,6970de89ef36b0ad
fgm,banglasarc_binary,ben_sarc_binary,42,0,0,0.349436832216803,0.49902458056964494,0.9789227166276346,0.01950078003120125,2563,0.0,6970de89ef36b0ad
fgm,banglasarc_binary,ben_sarc_binary,42,25,24,0.5507319610158896,0.5509168942645337,0.5714285714285714,0.5304212168486739,2563,2.1357243061065674,6970de89ef36b0ad
fgm,banglasarc_binary,ben_sarc_binary,42,50,50,0.5683292826294855,0.5684744440109247,0.5870413739266198,0.5499219968798752,2563,2.3557727336883545,6970de89ef36b0ad
fgm,banglasarc_binary,ben_sarc_binary,42,100,100,0.6187235253621934,0.6227077643386656,0.7252146760343482,0.5202808112324493,2563,3.8807525634765625,6970de89ef36b0ad
fgm,banglasarc_binary,ben_sarc_binary,42,250,250,0.6441952133447102,0.6562621927428794,0.8407494145199064,0.4719188767550702,2563,6.054582357406616,6970de89ef36b0ad
fgm,banglasarc_binary,ben_sarc_binary,42,500,500,0.7056347174590907,0.7077643386656263,0.7931303669008587,0.6224648985959438,2563,9.509798765182495,6970de89ef36b0ad
fgm,banglasarc_binary,ben_sarc_binary,42,1000,1000,0.7046634448442721,0.7093250097541943,0.8352849336455894,0.5834633385335414,2563,6.401952743530273,6970de89ef36b0ad
fgm,banglasarc_binary,banglasarc3_binary,42,0,0,0.3392115976566379,0.484251968503937,0.9784366576819407,0.015345268542199489,762,0.0,6970de89ef36b0ad
fgm,banglasarc_binary,banglasarc3_binary,42,25,25,0.5304691483936768,0.5433070866141733,0.7277628032345014,0.36828644501278773,762,2.4524199962615967,6970de89ef36b0ad
