epoch,train_loss,val_loss,val_macro_f1
1.0,0.585,0.49432477355003357,0.7777782545451425
2.0,0.4973,0.49290215969085693,0.7882080555348079
3.0,0.4474,0.4763484597206116,0.8034317974753517
4.0,0.3978,0.4787631928920746,0.7985933606316521
5.0,0.3471,0.4852980971336365,0.7944118733449435
