config,method,task,model,tokenizer,head,max_length,fgm_epsilon,awp_alpha,awp_eps,awp_start_epoch,loss_function,optimizer,base_lr,head_lr,llrd_decay,weight_decay,warmup_ratio,epochs_budget,patience,best_checkpoint,best_eval_loss,time_seconds,confusion_matrix,val_accuracy,val_macro_f1,val_weighted_f1,val_binary_f1,val_precision,val_recall,test_accuracy,test_macro_f1,test_weighted_f1,test_binary_f1,test_precision,test_recall
fgm_awp,fgm_awp_best_head,ben_sarc_binary,csebuetnlp/banglabert,ElectraTokenizerFast,CLS+mean pooling MLP head,192,0.5,0.01,0.001,1.0,"weighted label-smoothed cross entropy, smoothing=0.05",AdamW + LLRD + cosine schedule,2e-05,0.0001,0.95,0.01,0.08,8,2,/workspace/Sarcasm_detection/04_outputs/test_awp/checkpoints/09b_fgm_awp_best_head/checkpoint-1923,0.4763484597206116,1084.3,"[[1081, 200], [302, 980]]",0.8036690085870414,0.8034317974753517,0.8034317974753515,0.7966033158107562,0.8263422818791947,0.7689305230288837,0.8041357783847054,0.803831146337239,0.8038281301783532,0.7961007311129163,0.8305084745762712,0.7644305772230889
