model,ece,brier,macro_f1,temperature,ece_after,brier_after
09b_fgm_awp,0.02192750314796259,0.27908342247823625,0.803831146337239,0.9595456719398499,0.020965265409074688,0.2786716263223224
05_baseline_banglabert,0.05499886429524983,0.28844692749744516,0.8024879244045522,1.329258918762207,0.01915910178947591,0.2823718927482982
