eps,val_macro_f1,test_macro_f1,time_seconds
0.5,0.804366789819376,0.7992101075206091,433.1
1.0,0.8008482946314912,0.7950176293293543,436.6
0.3,0.7978904252184624,0.7906175964571514,324.7
0.1,0.7945863717288979,0.793545808300487,324.9
